h3_index,total_records,unique_customers,total_count,total_sum,avg_transaction,min_transaction,max_transaction,avg_std,total_distinct_transactions,unique_mcc,unique_time_buckets,sum_per_customer,transactions_per_customer,records_per_customer,atm_active_customers,atm_activity_records,atm_activity,vtb_atm_count,vtb_office_count,metro_count,competitor_atm_count,mall_count,university_count
8911aa71e4bffff,340,213,939,546086.57,663.0502919791177,5.99,12226.32,364.48034191881163,490,5,4,2563.786713615023,4.408450704225352,1.596244131455399,0,0,0,0,0,0,0,0,0
8911aa71e4fffff,423,209,1779,1157861.92,687.0655820235697,6.0,10900.0,386.32969494222186,708,7,4,5540.009186602871,8.511961722488039,2.0239234449760763,0,0,0,0,0,0,0,0,1
8911aa71e53ffff,678,525,1216,1916954.0,1673.13906139087,9.0,108800.0,1254.1668847053745,769,7,4,3651.3409523809523,2.316190476190476,1.2914285714285714,0,0,0,0,0,0,0,0,0
8911aa71e57ffff,340,209,1392,809560.18,713.2562690196471,7.99,10000.0,388.0392484108539,527,5,4,3873.4936842105267,6.660287081339713,1.6267942583732058,0,0,0,0,0,0,0,0,0
8911aa71e5bffff,154,119,409,485219.89999999997,1800.7505158431818,10.0,19500.0,662.3636088798445,171,6,3,4077.478151260504,3.436974789915966,1.2941176470588236,0,0,0,0,0,0,0,0,0
8911aa71e63ffff,71,51,363,146042.46,476.26944937267604,12.4,10008.8,388.2743497320816,74,6,4,2863.5776470588235,7.117647058823529,1.392156862745098,15,15,1,0,0,0,0,0,0
8911aa71e67ffff,179,119,587,1493953.84,5958.486509437207,0.01,176000.0,2111.4981738252122,198,8,3,12554.233949579833,4.932773109243698,1.504201680672269,0,0,0,0,3,0,1,0,0
8911aa71e6bffff,750,529,1930,2229079.27,1513.9716870742,5.0,29490.0,583.8803112497051,976,9,4,4213.760434782609,3.6483931947069945,1.4177693761814745,291,291,1,0,0,0,0,0,0
8911aa71e6fffff,1662,1212,3994,2434097.87,803.5656823511792,0.2,40320.0,365.4175633817821,2352,12,4,2008.3315759075908,3.2953795379537953,1.3712871287128714,478,478,1,0,0,0,1,0,0
8911aa71e73ffff,464,275,1289,751062.88,684.0823752405604,3.0,15083.48,248.3733380792725,556,8,4,2731.1377454545454,4.6872727272727275,1.6872727272727273,0,0,0,0,0,0,0,0,0
8911aa71e77ffff,87,79,134,95641.6,738.4533333333334,64.0,4657.0,431.9127935905341,87,1,3,1210.653164556962,1.6962025316455696,1.1012658227848102,0,0,0,0,0,0,0,0,0
8911aa71e7bffff,125,90,381,136935.38,423.39243877271997,8.49,4636.0,169.7560789998972,200,3,3,1521.5042222222223,4.233333333333333,1.3888888888888888,2,2,1,0,1,0,0,0,0
8911aa71e83ffff,115,98,219,106513.0,561.9236853001739,15.0,23000.0,258.93454780586035,129,3,3,1086.8673469387754,2.2346938775510203,1.1734693877551021,0,0,0,0,0,0,0,0,0
8911aa71e87ffff,601,301,2206,975082.01,466.14909265773707,2.0,6408.97,291.589487417943,929,7,4,3239.47511627907,7.32890365448505,1.9966777408637875,0,0,0,0,0,0,0,0,1
8911aa71e8fffff,256,147,567,293081.6,597.74935546875,20.0,12790.0,260.7197013108814,266,5,4,1993.7523809523807,3.857142857142857,1.7414965986394557,0,0,0,0,0,0,0,0,0
8911aa71e93ffff,19,10,143,49533.79,901.6281650484211,55.0,8215.91,422.47616195873434,19,2,3,4953.379,14.3,1.9,42,42,1,0,0,0,0,0,0
8911aa71e97ffff,3,3,6,3250.0,720.8333333333334,300.0,1500.0,25.000000000000004,3,1,1,1083.3333333333333,2.0,1.0,16,16,1,0,0,0,0,0,0
8911aa71e9bffff,723,465,2492,1168058.62,529.378364200733,3.0,18780.0,270.62191794213464,1181,8,4,2511.9540215053767,5.359139784946237,1.5548387096774194,82,82,1,0,0,0,0,0,0
8911aa71ea3ffff,770,373,2393,1516824.94,627.1132544608051,5.0,10641.15,339.2434160899697,1077,5,4,4066.554798927614,6.415549597855228,2.064343163538874,26,26,1,0,0,0,1,0,0
8911aa71ea7ffff,316,190,1205,654563.64,590.8052427006962,8.49,13197.26,449.09260277260296,561,4,3,3445.0717894736845,6.342105263157895,1.6631578947368422,0,0,0,0,0,0,0,0,0
8911aa71eabffff,420,272,1127,759090.1,866.0727495586428,3.0,28400.0,313.8569045215227,505,9,4,2790.772426470588,4.143382352941177,1.5441176470588236,0,0,0,0,0,0,0,0,0
8911aa71eafffff,1097,408,2924,2087036.5,908.6672786419416,0.56,36000.0,473.08048562514614,1474,12,3,5115.285539215686,7.166666666666667,2.6887254901960786,51,51,1,0,0,0,0,0,0
8911aa71eb3ffff,6,5,8,34191.0,3633.4166666666665,1780.0,8480.0,2538.1597910691125,6,1,3,6838.2,1.6,1.2,0,0,0,0,0,0,0,0,0
8911aa71eb7ffff,342,185,772,807450.64,1217.55730442307,6.0,39516.0,462.2463434842545,429,7,3,4364.598054054054,4.172972972972973,1.8486486486486486,11,11,1,0,0,0,0,0,0
8911aa71ebbffff,83,65,258,76521.0,264.12500689024097,30.0,1500.0,127.48782866970474,90,3,4,1177.246153846154,3.9692307692307693,1.2769230769230768,0,0,0,1,0,0,0,0,0
8911aa71ec3ffff,347,226,1696,557159.19,558.732296747781,2.0,94500.0,493.35521923103624,369,8,4,2465.3061504424777,7.504424778761062,1.5353982300884956,0,0,0,0,0,0,0,0,0
8911aa71ec7ffff,409,244,1362,1009856.35,1328.1843927282887,3.99,133326.0,454.99005120787166,602,8,4,4138.755532786885,5.581967213114754,1.6762295081967213,0,0,0,0,0,0,0,0,1
8911aa71ecbffff,406,218,849,635664.68,935.4148056568228,5.0,24000.0,484.4199503969732,423,7,4,2915.893027522936,3.8944954128440368,1.8623853211009174,19,19,1,0,0,0,0,0,0
8911aa71ecfffff,144,106,291,135067.95,553.5444243827777,3.99,5700.0,217.3840598941162,156,5,3,1274.2259433962265,2.7452830188679247,1.3584905660377358,0,0,0,0,0,0,0,0,0
8911aa71ed3ffff,29,24,50,17226.0,346.4320197044828,10.0,1160.0,261.41624889835305,29,2,4,717.75,2.0833333333333335,1.2083333333333333,0,0,0,0,0,0,0,0,1
8911aa71ed7ffff,643,316,2711,1730803.11,1104.974418705412,3.0,38000.0,377.0486769511431,950,8,4,5477.22503164557,8.579113924050633,2.0348101265822787,25,25,1,0,0,0,1,0,0
8911aa71edbffff,5,3,22,7012.0,263.957142858,90.0,750.0,150.38783829106458,6,1,2,2337.3333333333335,7.333333333333333,1.6666666666666667,0,0,0,0,0,0,0,0,0
8911aa72017ffff,266,185,500,578906.21,1247.9256855312408,17.9,7349.0,594.3109137911522,331,9,4,3129.2227567567566,2.7027027027027026,1.4378378378378378,0,0,0,0,0,0,0,0,0
8911aa72027ffff,204,179,286,418940.6,1524.2113570261274,8.0,9460.0,590.2610418626601,239,2,4,2340.4502793296087,1.5977653631284916,1.1396648044692737,0,0,0,0,0,0,0,0,0
8911aa72033ffff,173,137,289,151025.58,650.1918446476301,45.0,4131.0,149.50114669286097,193,4,4,1102.376496350365,2.1094890510948905,1.2627737226277371,0,0,0,0,0,0,0,1,0
8911aa72037ffff,4,4,4,5573.2,1393.3,282.0,3467.2,,4,3,2,1393.3,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa72043ffff,54,40,86,148000.0,1992.845238095,65.0,17000.0,540.0500021240476,56,7,4,3700.0,2.15,1.35,0,0,0,0,0,0,0,0,0
8911aa72047ffff,95,54,370,72634.48,266.32107967810526,3.0,1535.56,126.22824212724413,104,3,4,1345.082962962963,6.851851851851852,1.7592592592592593,0,0,0,0,0,0,0,0,0
8911aa7204bffff,54,44,106,107034.0,1694.5249118166666,20.0,20000.0,115.29990330357332,54,5,4,2432.590909090909,2.409090909090909,1.2272727272727273,0,0,0,0,0,0,0,0,0
8911aa72053ffff,1,1,1,18500.0,18500.0,18500.0,18500.0,,1,1,1,18500.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa7205bffff,11,11,21,7608.0,524.7445887445455,60.0,3800.0,50.61842015796695,11,3,2,691.6363636363636,1.9090909090909092,1.0,0,0,0,0,0,0,0,0,0
8911aa7206bffff,555,284,2255,1314232.98,658.6100958619099,4.61,17859.35,502.68277203883736,885,7,4,4627.5809154929575,7.940140845070423,1.954225352112676,220,220,1,1,0,0,0,0,0
8911aa7206fffff,18,13,44,10710.0,279.25661375666664,30.0,1550.0,209.44109170486874,19,1,3,823.8461538461538,3.3846153846153846,1.3846153846153846,0,0,0,0,0,0,0,0,0
8911aa7207bffff,88,58,372,200814.73,810.3533211219318,7.76,10794.0,247.00018981233214,97,6,3,3462.3229310344827,6.413793103448276,1.5172413793103448,0,0,0,0,0,0,0,0,0
8911aa720cbffff,38,33,70,40243.840000000004,545.1604122807895,45.0,2098.74,481.55724235033966,38,1,3,1219.5103030303032,2.121212121212121,1.1515151515151516,0,0,0,0,0,0,0,0,0
8911aa720d7ffff,65,57,76,159710.54,2058.3974615384614,28.0,15460.2,1697.0185571468917,72,1,3,2801.9392982456143,1.3333333333333333,1.1403508771929824,0,0,0,0,0,0,0,0,0
8911aa72147ffff,18,14,54,17647.13,454.36722222222227,60.0,2497.14,279.33114655381814,27,2,4,1260.5092857142859,3.857142857142857,1.2857142857142858,0,0,0,0,0,0,0,0,0
8911aa7214fffff,382,255,1436,655568.99,516.868723864267,5.3,5322.18,264.58803382515856,606,2,4,2570.8587843137257,5.631372549019608,1.4980392156862745,0,0,0,0,0,0,0,0,0
8911aa7216bffff,13,10,19,26774.0,1816.2692307692307,100.0,11000.0,167.1907663974199,13,3,3,2677.4,1.9,1.3,0,0,0,0,0,0,0,0,0
8911aa7217bffff,448,256,729,821467.9400000001,1287.1372010214286,2.45,22140.0,696.6290020933469,527,10,4,3208.8591406250002,2.84765625,1.75,0,0,0,0,0,0,0,1,0
8911aa72203ffff,484,296,1479,782269.72,529.4277083240703,8.49,14366.47,276.67280996155796,755,6,4,2642.803108108108,4.996621621621622,1.635135135135135,0,0,0,0,0,0,0,0,0
8911aa72207ffff,1505,697,4230,2237215.47,609.6222173802591,3.0,16090.0,310.0021895651892,2243,10,4,3209.7782926829273,6.068866571018652,2.159253945480631,0,0,0,0,0,0,0,0,0
8911aa7220fffff,3055,1287,8292,4121507.38,612.7560960696562,0.39,25190.0,269.0219410558519,4567,14,4,3202.4144366744367,6.442890442890443,2.3737373737373737,23,23,1,0,0,0,1,0,0
8911aa72213ffff,732,313,1685,1221317.48,820.5195809649452,5.0,29970.0,434.3404256757755,958,9,4,3901.9727795527156,5.383386581469648,2.3386581469648564,0,0,0,0,0,0,0,0,0
8911aa72217ffff,31,22,65,14844.0,252.77841781903226,54.0,865.0,64.84906428970079,31,1,3,674.7272727272727,2.9545454545454546,1.4090909090909092,0,0,0,0,0,0,0,0,0
8911aa7221bffff,124,83,244,87615.74,440.1625479688709,19.89,5826.0,148.08169177522888,129,5,3,1055.611325301205,2.9397590361445785,1.4939759036144578,0,0,0,0,0,0,0,0,0
8911aa72223ffff,351,213,919,507958.45,730.0626120864957,10.0,8950.0,255.7760533813324,421,6,3,2384.781455399061,4.314553990610329,1.647887323943662,0,0,0,0,0,0,0,0,0
8911aa72227ffff,687,359,2364,1100194.59,433.6529194444687,3.99,8451.0,286.8704210935096,1237,5,4,3064.608885793872,6.584958217270195,1.9136490250696379,0,0,0,0,0,0,0,0,0
8911aa7222bffff,7404,2035,15825,17638462.09,1498.2779302907536,1.0,124297.0,631.7863649312063,10955,18,4,8667.548938574939,7.776412776412776,3.6383292383292383,667,667,1,0,0,0,0,1,0
8911aa7222fffff,337,164,1436,1172855.76,1109.8426600107418,8.49,28000.0,482.0390652343827,636,3,3,7151.559512195122,8.75609756097561,2.0548780487804876,0,0,0,0,0,0,0,0,0
8911aa72233ffff,441,237,1417,605726.79,534.7855207932653,2.0,9999.0,260.9719688845603,578,6,4,2555.8092405063294,5.9789029535864975,1.860759493670886,0,0,0,0,1,0,0,0,0
8911aa72237ffff,469,250,1417,904134.99,555.6729479654797,5.0,5447.52,367.01386863999426,793,5,3,3616.53996,5.668,1.876,0,0,0,0,0,0,0,0,0
8911aa7223bffff,3023,1179,7267,4353787.77,748.768183122084,1.0,21500.0,335.3393804311524,4081,15,4,3692.780127226463,6.163698049194233,2.5640373197625106,265,265,1,1,0,0,0,1,0
8911aa72243ffff,3,3,3,2550.0,850.0,550.0,1000.0,,3,1,3,850.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa72247ffff,38,31,104,97911.0,1800.5567042602634,21.0,7400.0,204.44280623918792,42,4,3,3158.4193548387098,3.3548387096774195,1.2258064516129032,0,0,0,0,0,0,0,0,1
8911aa7224bffff,6,6,7,18050.0,1891.6666666666667,250.0,12200.0,7778.174593052023,6,1,3,3008.3333333333335,1.1666666666666667,1.0,0,0,0,0,0,0,0,0,0
8911aa7224fffff,75,48,323,156671.0,848.9985082528,5.0,19500.0,430.97107406381417,75,4,3,3263.9791666666665,6.729166666666667,1.5625,0,0,0,0,0,0,0,0,0
8911aa72257ffff,80,59,106,141421.35,1598.18025,25.0,15000.0,464.1024837094997,80,4,3,2396.972033898305,1.7966101694915255,1.3559322033898304,0,0,0,0,0,0,0,0,0
8911aa7225bffff,2,2,3,2600.0,900.0,800.0,1000.0,0.0,2,1,2,1300.0,1.5,1.0,0,0,0,0,0,0,0,0,0
8911aa72263ffff,57,31,130,43566.0,357.95113826245614,25.0,1916.0,123.99288956041468,57,3,4,1405.3548387096773,4.193548387096774,1.8387096774193548,0,0,0,0,0,0,0,0,0
8911aa72267ffff,642,337,1287,1190145.45,1100.982830191885,4.99,23948.0,677.6705117387796,726,7,4,3531.588872403561,3.8189910979228485,1.9050445103857567,0,0,0,0,0,0,0,0,0
8911aa7226bffff,77,56,264,210806.83,902.9150602685714,4.0,13543.49,605.9269406312661,102,2,4,3764.4076785714283,4.714285714285714,1.375,0,0,0,0,0,0,0,0,0
8911aa7226fffff,357,154,1219,477710.68,382.8927653733893,4.0,8147.88,244.63800025736268,517,5,4,3102.0174025974025,7.915584415584416,2.3181818181818183,0,0,0,0,0,0,0,0,0
8911aa72273ffff,2367,748,7674,4822156.74,738.5515511952302,3.0,44158.5,399.89746154169273,4206,11,4,6446.733609625669,10.259358288770054,3.164438502673797,30,30,1,0,0,0,0,0,0
8911aa72277ffff,1277,595,3186,1652909.59,627.698643494957,2.0,50000.0,301.27885258435646,1603,9,4,2777.99931092437,5.354621848739495,2.146218487394958,38,38,1,1,0,1,0,0,0
8911aa7227bffff,1365,579,3524,2062658.71,677.9550698745641,3.99,38350.0,426.6329874010445,1862,12,4,3562.4502763385144,6.086355785837651,2.3575129533678756,0,0,0,0,0,0,0,0,0
8911aa72283ffff,62,52,96,87993.25,745.1751402524194,25.0,4400.0,281.19822369371263,62,5,3,1692.1778846153845,1.8461538461538463,1.1923076923076923,0,0,0,0,0,0,0,0,0
8911aa72287ffff,92,70,120,77239.38,667.6735222568478,25.0,6400.0,431.12757740670855,93,6,4,1103.4197142857145,1.7142857142857142,1.3142857142857143,0,0,0,0,0,0,0,0,0
8911aa7228bffff,1136,498,2651,1518535.46,623.7886925073152,3.0,18000.0,338.5399004900008,1601,12,3,3049.2679919678712,5.323293172690763,2.281124497991968,0,0,0,0,0,0,0,0,0
8911aa7228fffff,354,205,1604,736823.37,511.294865460339,7.99,4077.74,278.80132630521507,636,4,4,3594.2603414634145,7.824390243902439,1.726829268292683,0,0,0,0,1,0,0,0,0
8911aa72293ffff,97,71,196,134707.05,665.2903609758763,12.0,3577.99,361.6813478226116,118,2,3,1897.282394366197,2.76056338028169,1.3661971830985915,0,0,0,0,0,0,0,0,0
8911aa7229bffff,478,146,1332,558574.19,469.33625904313806,5.0,7200.0,215.7963472224621,645,7,3,3825.8506164383557,9.123287671232877,3.2739726027397262,31,31,1,0,0,0,0,0,0
8911aa722a3ffff,1207,503,4094,1781026.54696,487.7519367979122,1.0,4541.0,253.20137663448403,1961,7,4,3540.80824445328,8.139165009940358,2.399602385685885,0,0,0,0,0,0,0,1,0
8911aa722a7ffff,919,604,2389,1353156.46,676.2505689647444,1.0,10440.0,245.19638431571772,1279,5,4,2240.325264900662,3.955298013245033,1.521523178807947,0,0,0,0,1,0,0,0,0
8911aa722abffff,328,207,720,547260.97643,800.6558800840854,7.9,11325.0,375.94174661418856,453,5,3,2643.772832995169,3.4782608695652173,1.5845410628019323,0,0,0,0,0,0,0,0,0
8911aa722afffff,360,218,2475,387930.0,450.86144639844446,10.0,28348.0,279.42002632676935,448,5,4,1779.4954128440368,11.353211009174313,1.651376146788991,0,0,0,0,2,0,0,0,0
8911aa722b3ffff,1311,655,5114,3057527.12803,593.5308649508162,6.0,12781.34,364.82887311113143,2504,14,4,4667.980348137405,7.80763358778626,2.001526717557252,341,341,1,0,0,0,0,0,0
8911aa722b7ffff,26,18,45,17463.79,553.939294871923,20.0,3261.19,98.46753008886607,29,2,3,970.2105555555556,2.5,1.4444444444444444,0,0,0,0,0,0,0,0,0
8911aa722bbffff,147,74,433,136661.87,388.4717259558504,2.0,8200.0,83.36850729459857,160,5,3,1846.782027027027,5.851351351351352,1.9864864864864864,0,0,0,0,0,0,0,0,0
8911aa722c3ffff,228,141,657,563012.2,983.9580651676316,14.0,7250.0,448.16709461879725,301,4,3,3992.9943262411343,4.659574468085107,1.6170212765957446,0,0,0,0,0,0,0,0,0
8911aa722c7ffff,76,55,127,56142.0,493.5164473682895,12.0,7100.0,272.2018893359375,78,6,4,1020.7636363636364,2.309090909090909,1.3818181818181818,0,0,0,0,0,0,0,0,0
8911aa722cbffff,322,190,516,620596.48,1300.040522725031,10.0,12840.0,562.0302625405781,357,3,4,3266.2972631578946,2.7157894736842105,1.694736842105263,0,0,0,0,0,0,0,0,0
8911aa722cfffff,39,33,72,134158.0,2450.7820512823077,250.0,9200.0,493.2006280229944,44,3,3,4065.3939393939395,2.1818181818181817,1.1818181818181819,0,0,0,0,0,0,0,0,0
8911aa722d7ffff,264,144,888,587337.91,884.5246405819696,4.75,43000.0,413.58738177255555,441,6,3,4078.735486111111,6.166666666666667,1.8333333333333333,0,0,0,0,0,0,0,0,0
8911aa7230fffff,10,9,10,54430.0,5443.0,380.0,10745.0,,10,2,3,6047.777777777777,1.1111111111111112,1.1111111111111112,0,0,0,0,0,0,0,0,0
8911aa72323ffff,43,29,285,71018.0,352.41501783651165,2.0,1323.0,109.63119954568585,43,2,4,2448.896551724138,9.827586206896552,1.4827586206896552,0,0,0,0,0,0,0,0,0
8911aa72327ffff,40,36,50,88490.0,1738.4125,40.0,20790.0,1497.4726831249545,43,2,3,2458.0555555555557,1.3888888888888888,1.1111111111111112,0,0,0,0,0,0,0,0,0
8911aa7232bffff,12,8,43,26602.5,1497.2318376075,59.0,15261.0,38.10305069306573,12,3,3,3325.3125,5.375,1.5,0,0,0,0,0,0,0,0,0
8911aa7232fffff,211,143,332,466860.06,1447.3914620853554,11.0,3626.25,264.6736304600519,240,2,4,3264.7556643356643,2.3216783216783217,1.4755244755244756,0,0,0,0,0,0,0,0,0
8911aa7233bffff,293,162,926,849188.61,971.4431218652219,1.02,20600.0,471.8822912250574,563,7,3,5241.905,5.716049382716049,1.808641975308642,0,0,0,0,0,0,0,0,0
8911aa72353ffff,645,380,1166,914714.09,867.6794238805115,3.0,20690.0,356.7202565725356,777,6,4,2407.142342105263,3.068421052631579,1.6973684210526316,0,0,0,0,0,0,0,0,0
8911aa72357ffff,43,40,57,27000.0,482.90697674418607,50.0,1720.0,230.22171620497568,49,1,3,675.0,1.425,1.075,0,0,0,0,0,0,0,0,0
8911aa7235bffff,198,117,724,445135.28,701.3961636930808,3.99,4755.0,362.7993971689291,297,3,3,3804.575042735043,6.188034188034188,1.6923076923076923,0,0,0,0,0,0,0,0,0
8911aa72363ffff,560,373,1324,3437866.9,3641.8383303469286,7.9,270000.0,2770.5529487335925,810,9,4,9216.801340482574,3.549597855227882,1.5013404825737264,30,30,1,0,0,0,0,0,0
8911aa72367ffff,320,134,904,423460.85,491.37204933571877,0.13,4154.84,266.03015284590265,455,6,3,3160.155597014925,6.746268656716418,2.388059701492537,7,7,1,0,0,0,0,0,0
8911aa7236bffff,33,26,55,148935.53,2567.9730639730305,100.0,14951.79,1684.8958555316487,33,3,3,5728.289615384615,2.1153846153846154,1.2692307692307692,44,44,1,0,0,0,0,0,0
8911aa7236fffff,1013,470,2975,1817690.78,764.0307451043534,6.99,16997.0,356.3465435429285,1572,10,3,3867.4271914893616,6.329787234042553,2.15531914893617,0,0,0,0,0,0,0,1,0
8911aa72373ffff,832,650,1828,792422.0,509.141550794351,1.0,2458.0,202.5529564419202,1133,2,4,1219.1107692307692,2.812307692307692,1.28,0,0,0,0,0,0,0,0,0
8911aa72377ffff,101,67,451,815644.34,5026.750138115445,30.0,46248.0,1557.6196953291303,104,3,3,12173.796119402985,6.731343283582089,1.507462686567164,0,0,0,0,0,0,0,0,0
8911aa72383ffff,110,91,175,266598.28,1707.9554025974546,1.0,5548.0,426.26787926034405,129,1,4,2929.651428571429,1.9230769230769231,1.2087912087912087,0,0,0,0,0,0,0,0,0
8911aa7239bffff,153,83,663,348020.87,682.9134599205229,8.0,11800.0,290.6727793476255,163,5,4,4193.022530120482,7.9879518072289155,1.8433734939759037,31,31,1,0,0,0,0,0,0
8911aa723a3ffff,158,131,220,531312.5599999999,2478.1476476793036,40.0,29908.03,2567.2218059573247,172,2,3,4055.8210687022897,1.6793893129770991,1.2061068702290076,0,0,0,0,0,0,0,0,0
8911aa723a7ffff,4,4,8,4612.0,507.25,150.0,1162.0,156.2950127191082,4,1,1,1153.0,2.0,1.0,0,0,0,0,0,0,0,0,0
8911aa723b3ffff,423,312,967,4751283.21,5702.444784234611,13.9,48105.62,2810.476060115231,706,3,3,15228.471826923076,3.0993589743589745,1.3557692307692308,68,68,1,1,0,0,0,0,0
8911aa723b7ffff,35,32,55,24761.0,464.938095238,63.0,1635.0,204.7704830941417,35,2,3,773.78125,1.71875,1.09375,0,0,0,0,0,0,0,0,0
8911aa723bbffff,41,35,49,146725.0,3260.7804878048782,39.0,59140.0,2032.578442520731,43,2,3,4192.142857142857,1.4,1.1714285714285715,0,0,0,0,0,0,0,0,0
8911aa723c3ffff,176,97,932,559555.24,626.4196989319886,8.49,8085.87,389.7391760638088,383,2,3,5768.610721649485,9.608247422680412,1.8144329896907216,0,0,0,0,0,0,0,0,0
8911aa723c7ffff,376,200,1274,779577.2,605.554141173617,4.0,5969.55,418.53432810434276,687,6,3,3897.886,6.37,1.88,0,0,0,0,0,0,1,0,0
8911aa723cbffff,186,110,686,677653.92,1084.8118597626883,7.9,6013.85,554.3587558443814,253,4,3,6160.4901818181825,6.236363636363636,1.690909090909091,0,0,0,0,0,0,0,0,0
8911aa723cfffff,156,114,263,236098.94,1165.4373692002564,7.99,32640.0,236.83983701097512,187,3,3,2071.0433333333335,2.307017543859649,1.368421052631579,0,0,0,0,0,0,0,0,0
8911aa723d3ffff,5482,1504,13658,9212985.71,859.6072126791006,0.01,180654.0,403.02833464658164,8304,17,4,6125.6553922872345,9.081117021276595,3.6449468085106385,357,357,1,1,0,0,0,1,0
8911aa723d7ffff,23,17,26,20347.0,723.8478260869565,300.0,1900.0,117.14402341657137,24,1,3,1196.8823529411766,1.5294117647058822,1.3529411764705883,0,0,0,0,0,0,0,0,0
8911aa723dbffff,1190,505,3588,2034311.56,695.8126133418824,3.0,49913.0,386.7301615539111,1783,5,4,4028.339722772277,7.104950495049505,2.3564356435643563,0,0,0,1,0,1,1,0,0
8911aa724cbffff,173,75,600,238858.41,575.5596267263006,5.0,5526.8,197.87314562528385,198,6,4,3184.7788,8.0,2.3066666666666666,0,0,0,0,0,0,0,0,0
8911aa724dbffff,285,107,1105,551631.33,544.3988972718597,8.49,5850.0,278.9114727416561,426,8,3,5155.432990654205,10.327102803738319,2.663551401869159,0,0,0,0,0,0,0,0,0
8911aa7250bffff,73,42,415,140852.56,600.2903016330137,0.8,7616.0,221.49602904261755,121,3,4,3353.632380952381,9.880952380952381,1.7380952380952381,0,0,0,0,0,0,0,0,0
8911aa72513ffff,7,5,9,22340.0,2545.714285714286,900.0,5850.0,806.1017305526642,7,1,3,4468.0,1.8,1.4,0,0,0,0,0,0,0,0,0
8911aa72517ffff,8,7,11,1784.0,164.75,57.0,301.0,53.26871084938657,8,1,2,254.85714285714286,1.5714285714285714,1.1428571428571428,0,0,0,0,0,0,0,0,0
8911aa7251bffff,76,46,218,387839.12,3595.1643938611846,26.14,39200.0,608.0153576056899,119,3,3,8431.285217391303,4.739130434782608,1.6521739130434783,0,0,0,0,0,0,0,0,0
8911aa72547ffff,143,83,279,374326.92,2107.499386528042,7.9,75000.0,763.8427244315761,182,10,3,4509.962891566265,3.36144578313253,1.7228915662650603,28,28,1,0,0,0,0,1,0
8911aa72557ffff,22,15,30,154705.0,5853.803030303182,223.0,32273.0,810.4162413907833,22,3,3,10313.666666666666,2.0,1.4666666666666666,0,0,0,0,0,0,0,0,0
8911aa72573ffff,85,47,650,123489.6,234.05341463941176,8.49,5266.8,106.7431050733965,100,2,4,2627.4382978723406,13.829787234042554,1.8085106382978724,0,0,0,0,0,0,0,0,0
8911aa72583ffff,367,140,1168,822461.44,799.8921145679019,8.49,40350.0,347.2915176598296,646,7,3,5874.724571428571,8.342857142857143,2.6214285714285714,0,0,0,0,0,0,0,0,0
8911aa7258bffff,33,19,76,164124.59,1836.5347727275757,110.0,9134.0,834.057898800294,35,4,3,8638.136315789474,4.0,1.736842105263158,0,0,0,0,0,0,0,0,0
8911aa7258fffff,39,27,557,321201.77999999997,2570.219556302821,1.0,29808.34,1898.4707343609414,40,5,3,11896.36222222222,20.62962962962963,1.4444444444444444,0,0,0,0,0,0,0,0,0
8911aa72593ffff,11,8,18,43005.0,2420.844155844545,1200.0,6000.0,188.63781749817875,11,2,3,5375.625,2.25,1.375,0,0,0,0,0,0,0,0,0
8911aa72597ffff,354,156,1239,977985.19,973.5459984701413,25.0,14080.0,513.4330142848517,605,6,4,6269.135833333333,7.9423076923076925,2.269230769230769,28,28,1,0,0,0,0,0,0
8911aa7259bffff,328,158,1113,997504.97,1094.025868536799,7.9,10499.0,630.3667550761648,592,7,3,6313.322594936709,7.044303797468355,2.0759493670886076,8,8,1,0,0,0,0,0,0
8911aa725a3ffff,57,19,150,65000.9,847.4589936380702,25.0,14650.0,100.51996189554602,72,4,3,3421.1,7.894736842105263,3.0,0,0,0,0,0,0,0,0,0
8911aa725b3ffff,4,4,5,13984.0,2591.625,939.0,4900.0,1813.7288937434944,4,2,2,3496.0,1.25,1.0,0,0,0,0,0,0,0,0,0
8911aa725b7ffff,26,13,83,38941.55,1035.8276459176923,15.0,5103.0,115.94837223260097,32,6,3,2995.5038461538466,6.384615384615385,2.0,0,0,0,0,0,0,0,0,0
8911aa725bbffff,218,121,372,1186372.79,3526.742356701147,4.0,100000.0,2328.9339836586146,237,7,4,9804.733801652892,3.074380165289256,1.8016528925619835,0,0,0,0,0,0,0,0,0
8911aa725c3ffff,741,542,1769,389343.22,269.47282089688264,4.0,39000.0,95.35181288477709,781,6,4,718.3454243542435,3.263837638376384,1.367158671586716,0,0,0,0,0,0,0,0,0
8911aa725c7ffff,120,70,321,196660.25,696.2644929924166,4.0,10000.0,308.60609362077537,170,6,4,2809.432142857143,4.585714285714285,1.7142857142857142,0,0,0,0,0,0,0,0,0
8911aa725cfffff,5,4,5,42760.0,8552.0,4000.0,18490.0,,5,2,3,10690.0,1.25,1.25,0,0,0,0,0,0,0,0,0
8911aa725d3ffff,4,3,13,2992.0,187.39285714250002,25.0,524.0,49.2016036612898,4,1,3,997.3333333333334,4.333333333333333,1.3333333333333333,0,0,0,0,0,0,0,0,0
